MAL_ID,Name,Score,Genres,English_name,Type,Episodes,Aired,Premiered,Studios,Source,Ranked,Popularity,Themes,Synopsis
16498,Shingeki no Kyojin,8.48,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",Attack on Titan,TV,25,"Apr 7, 2013 to Sep 29, 2013",Spring 2013,Wit Studio,Manga,115,1,"Gore, Military, Survival, Suspense","Centuries ago, mankind was slaughtered to near extinction by monstrous humanoid creatures called titans, forcing humans to hide in fear behind enormous concentric walls. What makes these giants truly terrifying is that their taste for human flesh is not born out of hunger but what appears to be out of pleasure. To ensure their survival, the remnants of humanity began living within defensive barriers, resulting in one hundred years without a single titan encounter. However, that fragile calm is soon shattered when a colossal titan manages to breach the supposedly impregnable outer wall, reigniting the fight for survival against the man-eating abominations. After witnessing a horrific personal loss at the hands of the invading creatures, Eren Yeager dedicates his life to their eradication by enlisting into the Survey Corps, an elite military unit that combats the merciless humanoids outside the protection of the walls. Based on Hajime Isayama's award-winning manga, Shingeki no Kyojin follows Eren, along with his adopted sister Mikasa Ackerman and his childhood friend Armin Arlert, as they join the brutal war against the titans and race to discover a way of defeating them before the last walls are breached."
1535,Death Note,8.63,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen",Death Note,TV,37,"Oct 4, 2006 to Jun 27, 2007",Fall 2006,Madhouse,Manga,60,2,Psychological,"Shinigami, as a god of death, can kill any person—provided they see their victim's face and write their victim's name in a notebook called a Death Note. One day, Ryuk, bored by the shinigami lifestyle and interested in seeing how a human would use a Death Note, drops one into the human realm. High school student and prodigy Light Yagami stumbles upon the Death Note and—since he deplores the state of the world—tests the deadly notebook by writing a criminal's name in it. When the criminal dies immediately following his experiment with the Death Note, Light is greatly surprised and quickly recognizes how devastating the power that has fallen into his hands could be. With this divine capability, Light decides to extinguish all criminals in order to build a new world where crime does not exist and people worship him as a god. Police, however, quickly discover that a serial killer is targeting criminals and, consequently, try to apprehend the culprit. To do this, the Japanese investigators count on the assistance of the best detective in the world: a young and eccentric man known only by the name of L."
5114,Fullmetal Alchemist: Brotherhood,9.19,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen",Fullmetal Alchemist:Brotherhood,TV,64,"Apr 5, 2009 to Jul 4, 2010",Spring 2009,Bones,Manga,1,3,N/A,"""In order for something to be obtained, something of equal value must be lost."" Alchemy is bound by this Law of Equivalent Exchange—something the young brothers Edward and Alphonse Elric only realize after attempting human transmutation: the one forbidden act of alchemy. They pay a terrible price for their transgression—Edward loses his left leg, Alphonse his physical body. It is only by the desperate sacrifice of Edward's right arm that he is able to affix Alphonse's soul to a suit of armor. Devastated and alone, it is the hope that they would both eventually return to their original bodies that gives Edward the inspiration to obtain metal limbs called ""automail"" and become a state alchemist, the Fullmetal Alchemist. Three years of searching later, the brothers seek the Philosopher's Stone, a mythical relic that allows an alchemist to overcome the Law of Equivalent Exchange. Even with military allies Colonel Roy Mustang, Lieutenant Riza Hawkeye, and Lieutenant Colonel Maes Hughes on their side, the brothers find themselves caught up in a nationwide conspiracy that leads them not only to the true nature of the elusive Philosopher's Stone, but their country's murky history as well. In between finding a serial killer and racing against time, Edward and Alphonse must ask themselves if what they are doing will make them human again... or take away their humanity."
11757,Sword Art Online,7.25,"Action, Game, Adventure, Romance, Fantasy",Sword Art Online,TV,25,"Jul 8, 2012 to Dec 23, 2012",Summer 2012,A-1 Pictures,Light novel,2584,4,"Love Polygon, Video Game","In the year 2022, virtual reality has progressed by leaps and bounds, and a massive online role-playing game called Sword Art Online (SAO) is launched. With the aid of ""NerveGear"" technology, players can control their avatars within the game using nothing but their own thoughts. Kazuto Kirigaya, nicknamed ""Kirito,"" is among the lucky few enthusiasts who get their hands on the first shipment of the game. He logs in to find himself, with ten-thousand others, in the scenic and elaborate world of Aincrad, one full of fantastic medieval weapons and gruesome monsters. However, in a cruel turn of events, the players soon realize they cannot log out; the game's creator has trapped them in his new world until they complete all one hundred levels of the game. In order to escape Aincrad, Kirito will now have to interact and cooperate with his fellow players. Some are allies, while others are foes, like Asuna Yuuki, who commands the leading group attempting to escape from the ruthless game. To make matters worse, Sword Art Online is not all fun and games: if they die in Aincrad, they die in real life. Kirito must adapt to his new reality, fight for his survival, and hopefully break free from his virtual hell."
30276,One Punch Man,8.57,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",One Punch Man,TV,12,"Oct 5, 2015 to Dec 21, 2015",Fall 2015,Madhouse,Web manga,81,5,"Adult Cast, Parody, Super Power","The seemingly ordinary and unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, he trained relentlessly for three years—and lost all of his hair in the process. Now, Saitama is incredibly powerful, so much so that no enemy is able to defeat him in battle. In fact, all it takes to defeat evildoers with just one punch has led to an unexpected problem—he is no longer able to enjoy the thrill of battling and has become quite bored. This all changes with the arrival of Genos, a 19-year-old cyborg, who wishes to be Saitama's disciple after seeing what he is capable of. Genos proposes that the two join the Hero Association in order to become certified heroes that will be recognized for their positive contributions to society, and Saitama, shocked that no one knows who he is, quickly agrees. And thus begins the story of One Punch Man , an action-comedy that follows an eccentric individual who longs to fight strong enemies that can hopefully give him the excitement he once felt and just maybe, he'll become popular in the process."
31964,Boku no Hero Academia,8.11,"Action, Comedy, School, Shounen, Super Power",My Hero Academia,TV,13,"Apr 3, 2016 to Jun 26, 2016",Spring 2016,Bones,Manga,400,6,"School, Super Power","The appearance of ""quirks,"" newly discovered super powers, has been steadily increasing over the years, with 80 percent of humanity possessing various abilities from manipulation of elements to shapeshifting. This leaves the remainder of the world completely powerless, and Izuku Midoriya is one such individual. Since he was a child, the ambitious middle schooler has wanted nothing more than to be a hero. Izuku's unfair fate leaves him admiring heroes and taking notes on them whenever he can. But it seems that his persistence has borne some fruit: Izuku meets the number one hero and his personal idol, All Might. All Might's quirk is a unique ability that can be inherited, and he has chosen Izuku to be his successor! Enduring many months of grueling training, Izuku enrolls in UA High, a prestigious high school famous for its excellent hero training program, and this year's freshmen look especially promising. With his bizarre but talented classmates and the looming threat of a villainous organization, Izuku will soon learn what it really means to be a hero."
22319,Tokyo Ghoul,7.81,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",Tokyo Ghoul,TV,12,"Jul 4, 2014 to Sep 19, 2014",Summer 2014,Studio Pierrot,Manga,807,7,"Gore, Psychological, Urban Fantasy","Tokyo has become a cruel and merciless city—a place where vicious creatures called ""ghouls"" exist alongside humans. The citizens of this once great metropolis live in constant fear of these bloodthirsty savages and their thirst for human flesh. However, the greatest threat these ghouls pose is their dangerous ability to masquerade as humans and blend in with society. Based on the best-selling supernatural horror manga by Sui Ishida, Tokyo Ghoul follows Ken Kaneki, a shy, bookish college student, who is instantly drawn to Rize Kamishiro, an avid reader like himself. However, Rize is not exactly who she seems, and this unfortunate meeting pushes Kaneki into the dark depths of the ghouls' inhuman world. In a twist of fate, Kaneki is saved by the enigmatic waitress Touka Kirishima, and thus begins his new, secret life as a half-ghoul/half-human who must find a way to integrate into both societies."
20,Naruto,7.91,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",Naruto,TV,220,"Oct 3, 2002 to Feb 8, 2007",Fall 2002,Studio Pierrot,Manga,660,8,Martial Arts,"Moments prior to Naruto Uzumaki's birth, a huge demon known as the Kyuubi, the Nine-Tailed Fox, attacked Konohagakure, the Hidden Leaf Village, and wreaked havoc. In order to put an end to the Kyuubi's rampage, the leader of the village, the Fourth Hokage, sacrificed his life and sealed the monstrous beast inside the newborn Naruto. Now, Naruto is a hyperactive and knuckle-headed ninja still living in Konohagakure. Shunned because of the Kyuubi inside him, Naruto struggles to find his place in the village, while his burning desire to become the Hokage of Konohagakure leads him not only to some great new friends, but also some deadly foes."
9253,Steins;Gate,9.11,"Thriller, Sci-Fi",Steins;Gate,TV,24,"Apr 6, 2011 to Sep 14, 2011",Spring 2011,White Fox,Visual novel,3,9,"Psychological, Time Travel",
19815,No Game No Life,8.2,"Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy","No Game, No Life",TV,12,"Apr 9, 2014 to Jun 25, 2014",Spring 2014,Madhouse,Light novel,304,10,"Isekai, Strategy Game",
32281,Kimi no Na wa.,8.96,"Romance, Supernatural, School, Drama",Your Name.,Movie,1,"Aug 26, 2016",Unknown,CoMix Wave Films,Original,16,11,Award Winning,
11061,Hunter x Hunter (2011),9.1,"Action, Adventure, Fantasy, Shounen, Super Power",Hunter x Hunter,TV,148,"Oct 2, 2011 to Sep 24, 2014",Fall 2011,Madhouse,Manga,6,12,N/A,
33486,Boku no Hero Academia 2nd Season,8.33,"Action, Comedy, Super Power, School, Shounen",My Hero Academia 2,TV,25,"Apr 1, 2017 to Sep 30, 2017",Spring 2017,Bones,Manga,203,13,"School, Super Power",
1575,Code Geass: Hangyaku no Lelouch,8.72,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School",Code Geass:Lelouch of the Rebellion,TV,25,"Oct 6, 2006 to Jul 29, 2007",Fall 2006,Sunrise,Original,39,14,"Mecha, Military, School, Super Power",
6547,Angel Beats!,8.15,"Action, Comedy, Drama, School, Supernatural",Angel Beats!,TV,13,"Apr 3, 2010 to Jun 26, 2010",Spring 2010,P.A. Works,Original,354,15,School,
25777,Shingeki no Kyojin Season 2,8.45,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",Attack on Titan Season 2,TV,12,"Apr 1, 2017 to Jun 17, 2017",Spring 2017,Wit Studio,Manga,128,16,"Gore, Military, Survival, Suspense",
4224,Toradora!,8.24,"Slice of Life, Comedy, Romance, School",Toradora!,TV,25,"Oct 2, 2008 to Mar 26, 2009",Fall 2008,J.C.Staff,Light novel,265,17,"Love Polygon, School",
1735,Naruto: Shippuuden,8.16,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",Naruto:Shippuden,TV,500,"Feb 15, 2007 to Mar 23, 2017",Winter 2007,Studio Pierrot,Manga,345,18,Martial Arts,
20507,Noragami,8.01,"Action, Adventure, Comedy, Supernatural, Shounen",Noragami:Stray God,TV,12,"Jan 5, 2014 to Mar 23, 2014",Winter 2014,Bones,Manga,528,19,Mythology,
10620,Mirai Nikki,7.54,"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",The Future Diary,TV,26,"Oct 9, 2011 to Apr 15, 2012",Fall 2011,Asread,Manga,1456,20,"Gore, High Stakes Game, Psychological, Survival",
31240,Re:Zero kara Hajimeru Isekai Seikatsu,8.29,"Psychological, Drama, Thriller, Fantasy",Re:ZERO -Starting Life in Another World-,TV,25,"Apr 4, 2016 to Sep 19, 2016",Spring 2016,White Fox,Light novel,228,21,"Isekai, Psychological, Time Travel",
23273,Shigatsu wa Kimi no Uso,8.74,"Drama, Music, Romance, School, Shounen",Your Lie in April,TV,22,"Oct 10, 2014 to Mar 20, 2015",Fall 2014,A-1 Pictures,Manga,36,22,"Love Polygon, Music, School",
21881,Sword Art Online II,6.79,"Action, Game, Adventure, Romance, Fantasy",Sword Art Online II,TV,24,"Jul 5, 2014 to Dec 20, 2014",Summer 2014,A-1 Pictures,Light novel,4467,23,"Love Polygon, Video Game",
38000,Kimetsu no Yaiba,8.62,"Action, Demons, Historical, Shounen, Supernatural",Demon Slayer:Kimetsu no Yaiba,TV,26,"Apr 6, 2019 to Sep 28, 2019",Spring 2019,ufotable,Manga,62,24,Historical,
9919,Ao no Exorcist,7.59,"Action, Demons, Fantasy, Shounen, Supernatural",Blue Exorcist,TV,25,"Apr 17, 2011 to Oct 2, 2011",Spring 2011,A-1 Pictures,Manga,1292,25,"Mythology, School",
22199,Akame ga Kill!,7.53,"Action, Adventure, Drama, Fantasy, Shounen",Akame ga Kill!,TV,24,"Jul 7, 2014 to Dec 15, 2014",Summer 2014,White Fox,Manga,1483,26,Gore,
23755,Nanatsu no Taizai,7.89,"Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural",The Seven Deadly Sins,TV,24,"Oct 5, 2014 to Mar 29, 2015",Fall 2014,A-1 Pictures,Manga,690,27,Mythology,
28851,Koe no Katachi,9.0,"Drama, School, Shounen",A Silent Voice,Movie,1,"Sep 17, 2016",Unknown,Kyoto Animation,Manga,11,28,Award Winning,
31043,Boku dake ga Inai Machi,8.37,"Mystery, Psychological, Supernatural, Seinen",ERASED,TV,12,"Jan 8, 2016 to Mar 25, 2016",Winter 2016,A-1 Pictures,Manga,173,29,"Psychological, Time Travel",
21,One Piece,8.52,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",One Piece,TV,Unknown,"Oct 20, 1999 to ?",Fall 1999,Toei Animation,Manga,95,30,N/A,
36456,Boku no Hero Academia 3rd Season,8.25,"Action, Comedy, Super Power, School, Shounen",My Hero Academia 3,TV,25,"Apr 7, 2018 to Sep 29, 2018",Spring 2018,Bones,Manga,261,31,"School, Super Power",
6702,Fairy Tail,7.68,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",Fairy Tail,TV,175,"Oct 12, 2009 to Mar 30, 2013",Fall 2009,"Satelight, A-1 Pictures",Manga,1076,32,N/A,
269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Bleach,TV,366,"Oct 5, 2004 to Mar 27, 2012",Fall 2004,Studio Pierrot,Manga,818,33,N/A,
30831,Kono Subarashii Sekai ni Shukufuku wo!,8.15,"Adventure, Comedy, Fantasy, Magic, Parody, Supernatural",KonoSuba:God,TV,10,"Jan 14, 2016 to Mar 17, 2016",Winter 2016,Studio Deen,Light novel,363,34,"Isekai, Parody",
18679,Kill la Kill,8.11,"Action, Comedy, Super Power, Ecchi, School",KILL la KILL,TV,24,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,Trigger,Original,402,35,"School, Urban Fantasy",
2904,Code Geass: Hangyaku no Lelouch R2,8.91,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",Code Geass:Lelouch of the Rebellion R2,TV,25,"Apr 6, 2008 to Sep 28, 2008",Spring 2008,Sunrise,Original,18,36,"Mecha, Military, Super Power",
24833,Ansatsu Kyoushitsu,8.12,"Action, Comedy, School, Shounen",Assassination Classroom,TV,22,"Jan 10, 2015 to Jun 20, 2015",Winter 2015,Lerche,Manga,388,37,School,
22535,Kiseijuu: Sei no Kakuritsu,8.4,"Action, Sci-Fi, Horror, Psychological, Drama, Seinen",Parasyte -the maxim-,TV,24,"Oct 9, 2014 to Mar 26, 2015",Fall 2014,Madhouse,Manga,157,38,"Gore, Psychological",
1,Cowboy Bebop,8.78,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",Cowboy Bebop,TV,26,"Apr 3, 1998 to Apr 24, 1999",Spring 1998,Sunrise,Original,28,39,"Adult Cast, Space",
32182,Mob Psycho 100,8.49,"Action, Slice of Life, Comedy, Supernatural",Mob Psycho 100,TV,12,"Jul 11, 2016 to Sep 27, 2016",Summer 2016,Bones,Web manga,109,40,N/A,
199,Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Spirited Away,Movie,1,"Jul 20, 2001",Unknown,Studio Ghibli,Original,23,41,"Mythology, Award Winning, Fantasy",
27899,Tokyo Ghoul √A,7.07,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",Tokyo Ghoul √A,TV,12,"Jan 9, 2015 to Mar 27, 2015",Winter 2015,Studio Pierrot,Manga,3343,42,"Gore, Psychological, Urban Fantasy",
3588,Soul Eater,7.88,"Action, Fantasy, Comedy, Supernatural, Shounen",Soul Eater,TV,51,"Apr 7, 2008 to Mar 30, 2009",Spring 2008,Bones,Manga,700,43,School,
11111,Another,7.55,"Mystery, Horror, Supernatural, Thriller, School",Another,TV,12,"Jan 10, 2012 to Mar 27, 2012",Winter 2012,P.A. Works,Light novel,1411,44,"Gore, School",
13601,Psycho-Pass,8.38,"Action, Sci-Fi, Police, Psychological",Psycho-Pass,TV,22,"Oct 12, 2012 to Mar 22, 2013",Fall 2012,Production I.G,Original,168,45,"Adult Cast, Detective, Psychological",
2001,Tengen Toppa Gurren Lagann,8.66,"Action, Adventure, Comedy, Mecha, Sci-Fi",Gurren Lagann,TV,27,"Apr 1, 2007 to Sep 30, 2007",Spring 2007,Gainax,Original,52,46,Award Winning,
35760,Shingeki no Kyojin Season 3,8.59,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",Attack on Titan Season 3,TV,12,"Jul 23, 2018 to Oct 15, 2018",Summer 2018,Wit Studio,Manga,76,47,"Gore, Military, Survival, Suspense",
28223,Death Parade,8.2,"Game, Mystery, Psychological, Drama, Thriller",Death Parade,TV,12,"Jan 10, 2015 to Mar 28, 2015",Winter 2015,Madhouse,Original,310,48,"Adult Cast, High Stakes Game, Psychological",
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",Elfen Lied,TV,13,"Jul 25, 2004 to Oct 17, 2004",Summer 2004,Arms,Manga,1382,49,"Gore, Psychological, Super Power",
20583,Haikyuu!!,8.53,"Comedy, Sports, Drama, School, Shounen",Haikyu!!,TV,25,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,Production I.G,Manga,91,50,"School, Team Sports",
28171,Shokugeki no Souma,8.29,"Ecchi, School, Shounen",Food Wars! Shokugeki no Soma,TV,24,"Apr 4, 2015 to Sep 26, 2015",Spring 2015,J.C.Staff,Manga,230,51,Gourmet,
121,Fullmetal Alchemist,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Fullmetal Alchemist,TV,51,"Oct 4, 2003 to Oct 2, 2004",Fall 2003,Bones,Manga,337,52,Award Winning,
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.42,"Slice of Life, Supernatural, Drama",Anohana:The Flower We Saw That Day,TV,11,"Apr 15, 2011 to Jun 24, 2011",Spring 2011,A-1 Pictures,Original,141,53,N/A,
30,Shinseiki Evangelion,8.32,"Action, Sci-Fi, Dementia, Psychological, Drama, Mecha",Neon Genesis Evangelion,TV,26,"Oct 4, 1995 to Mar 27, 1996",Fall 1995,"Gainax, Tatsunoko Production",Original,208,54,"Avant Garde, Award Winning, Drama, Suspense",
37779,Yakusoku no Neverland,8.65,"Sci-Fi, Mystery, Horror, Psychological, Thriller, Shounen",The Promised Neverland,TV,12,"Jan 10, 2019 to Mar 29, 2019",Winter 2019,CloverWorks,Manga,55,55,"Survival, Suspense",
8074,Highschool of the Dead,7.15,"Action, Horror, Supernatural, Ecchi, Shounen",High School of the Dead,TV,12,"Jul 5, 2010 to Sep 20, 2010",Summer 2010,Madhouse,Manga,2998,56,"Gore, Survival, Suspense",
6746,Durarara!!,8.18,"Action, Mystery, Supernatural",Durarara!!,TV,24,"Jan 8, 2010 to Jun 25, 2010",Winter 2010,Brain,Light novel,329,57,N/A,
2167,Clannad,8.07,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Clannad,TV,23,"Oct 5, 2007 to Mar 28, 2008",Fall 2007,Kyoto Animation,Visual novel,446,58,N/A,
10087,Fate/Zero,8.34,"Action, Supernatural, Magic, Fantasy",Fate/Zero,TV,13,"Oct 2, 2011 to Dec 25, 2011",Fall 2011,ufotable,Light novel,192,59,Urban Fantasy,
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.64,"Action, Adventure, Comedy, Romance, Fantasy",Is It Wrong to Try to Pick Up Girls in a Dungeon?,TV,13,"Apr 4, 2015 to Jun 27, 2015",Spring 2015,J.C.Staff,Light novel,1172,60,N/A,
5081,Bakemonogatari,8.36,"Romance, Supernatural, Mystery, Vampire",Bakemonogatari,TV,15,"Jul 3, 2009 to Jun 25, 2010",Summer 2009,Shaft,Light novel,174,61,N/A,
15809,Hataraku Maou-sama!,7.83,"Comedy, Demons, Supernatural, Romance, Fantasy",The Devil is a Part-Timer!,TV,13,"Apr 4, 2013 to Jun 27, 2013",Spring 2013,White Fox,Light novel,776,62,N/A,
38524,Shingeki no Kyojin Season 3 Part 2,9.1,"Action, Drama, Fantasy, Military, Mystery, Shounen, Super Power",Attack on Titan Season 3 Part 2,TV,10,"Apr 29, 2019 to Jul 1, 2019",Spring 2019,Wit Studio,Manga,4,63,"Gore, Military, Survival, Suspense",
28999,Charlotte,7.77,"Drama, School, Super Power",Charlotte,TV,13,"Jul 5, 2015 to Sep 27, 2015",Summer 2015,P.A. Works,Original,877,64,N/A,
30503,Noragami Aragoto,8.22,"Action, Adventure, Comedy, Supernatural, Shounen",Noragami Aragoto,TV,13,"Oct 3, 2015 to Dec 26, 2015",Fall 2015,Bones,Manga,292,65,Mythology,
29803,Overlord,7.96,"Action, Adventure, Fantasy, Game, Magic, Supernatural",Overlord,TV,13,"Jul 7, 2015 to Sep 29, 2015",Summer 2015,Madhouse,Light novel,585,66,Isekai,
33352,Violet Evergarden,8.64,"Slice of Life, Drama, Fantasy",Violet Evergarden,TV,13,"Jan 11, 2018 to Apr 5, 2018",Winter 2018,Kyoto Animation,Light novel,57,67,N/A,
11617,High School DxD,7.4,"Comedy, Demons, Ecchi, Harem, Romance, School",High School DxD,TV,12,"Jan 6, 2012 to Mar 23, 2012",Winter 2012,TNK,Light novel,1900,68,"Mythology, Supernatural",
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,8.31,"Adventure, Comedy, Parody, Supernatural, Magic, Fantasy",KonoSuba:God,TV,10,"Jan 12, 2017 to Mar 16, 2017",Winter 2017,Studio Deen,Light novel,225,69,Isekai,
34134,One Punch Man 2nd Season,7.41,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",Unknown,TV,12,"Apr 10, 2019 to Jul 3, 2019",Spring 2019,J.C.Staff,Web manga,1874,70,"Adult Cast, Parody",
35849,Darling in the FranXX,7.33,"Action, Drama, Mecha, Romance, Sci-Fi",DARLING in the FRANXX,TV,24,"Jan 13, 2018 to Jul 7, 2018",Winter 2018,"A-1 Pictures, Trigger, CloverWorks",Original,2210,71,N/A,
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.07,"Slice of Life, Comedy, Drama, Romance, School",My Teen Romantic Comedy SNAFU,TV,13,"Apr 5, 2013 to Jun 28, 2013",Spring 2013,Brain,Light novel,458,72,"Love Polygon, School",
14719,JoJo no Kimyou na Bouken (TV),8.06,"Action, Adventure, Supernatural, Vampire, Shounen",JoJo's Bizarre Adventure (2012),TV,26,"Oct 6, 2012 to Apr 6, 2013",Fall 2012,David Production,Manga,463,73,Historical,
9756,Mahou Shoujo Madoka★Magica,8.38,"Psychological, Drama, Magic, Thriller",Puella Magi Madoka Magica,TV,12,"Jan 7, 2011 to Apr 22, 2011",Winter 2011,Shaft,Original,168,74,"Mahou Shoujo, Award Winning, Suspense",
10793,Guilty Crown,7.52,"Action, Sci-Fi, Super Power, Drama, Romance, Mecha",Guilty Crown,TV,22,"Oct 14, 2011 to Mar 23, 2012",Fall 2011,Production I.G,Original,1517,75,N/A,
14741,Chuunibyou demo Koi ga Shitai!,7.77,"Slice of Life, Comedy, Drama, Romance, School","Love, Chunibyo & Other Delusions!",TV,12,"Oct 4, 2012 to Dec 20, 2012",Fall 2012,Kyoto Animation,Light novel,878,76,N/A,
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.38,"Comedy, Supernatural, Drama, Romance, School",Rascal Does Not Dream of Bunny Girl Senpai,TV,13,"Oct 4, 2018 to Dec 27, 2018",Fall 2018,CloverWorks,Light novel,166,77,N/A,
6880,Deadman Wonderland,7.22,"Action, Horror, Sci-Fi, Shounen, Supernatural",Deadman Wonderland,TV,12,"Apr 17, 2011 to Jul 3, 2011",Spring 2011,Manglobe,Manga,2673,78,"Gore, High Stakes Game, Survival",
38408,Boku no Hero Academia 4th Season,8.06,"Action, Comedy, Super Power, School, Shounen",My Hero Academia 4,TV,25,"Oct 12, 2019 to Apr 4, 2020",Fall 2019,Bones,Manga,466,79,N/A,
38691,Dr. Stone,8.34,"Sci-Fi, Adventure, Shounen",Dr. Stone,TV,24,"Jul 5, 2019 to Dec 13, 2019",Summer 2019,TMS Entertainment,Manga,189,80,"Survival, Comedy",
12189,Hyouka,8.14,"Mystery, School, Slice of Life",Hyouka,TV,22,"Apr 23, 2012 to Sep 17, 2012",Spring 2012,Kyoto Animation,Novel,374,81,N/A,
13759,Sakura-sou no Pet na Kanojo,8.19,"Slice of Life, Comedy, Drama, Romance, School",The Pet Girl of Sakurasou,TV,24,"Oct 9, 2012 to Mar 26, 2013",Fall 2012,J.C.Staff,Light novel,322,82,Visual Arts,
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.43,"Comedy, Psychological, Romance, School, Seinen",Kaguya-sama:Love is War,TV,12,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,A-1 Pictures,Manga,137,83,N/A,
4181,Clannad: After Story,8.96,"Slice of Life, Comedy, Supernatural, Drama, Romance",Clannad ~After Story~,TV,24,"Oct 3, 2008 to Mar 27, 2009",Fall 2008,Kyoto Animation,Visual novel,13,84,N/A,
35790,Tate no Yuusha no Nariagari,8.0,"Action, Adventure, Drama, Fantasy",The Rising of the Shield Hero,TV,25,"Jan 9, 2019 to Jun 26, 2019",Winter 2019,Kinema Citrus,Light novel,537,85,Isekai,
30654,Ansatsu Kyoushitsu 2nd Season,8.54,"Action, Comedy, School, Shounen",Assassination Classroom Second Season,TV,25,"Jan 8, 2016 to Jul 1, 2016",Winter 2016,Lerche,Manga,86,86,N/A,
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",Samurai Champloo,TV,26,"May 20, 2004 to Mar 19, 2005",Spring 2004,Manglobe,Original,105,87,N/A,
813,Dragon Ball Z,8.16,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Dragon Ball Z,TV,291,"Apr 26, 1989 to Jan 31, 1996",Spring 1989,Toei Animation,Manga,348,88,N/A,
26243,Owari no Seraph,7.49,"Action, Military, Supernatural, Drama, Vampire, Shounen",Seraph of the End:Vampire Reign,TV,12,"Apr 4, 2015 to Jun 20, 2015",Spring 2015,Wit Studio,Manga,1589,89,Urban Fantasy,
7054,Kaichou wa Maid-sama!,8.06,"Comedy, Romance, School, Shoujo",Maid Sama!,TV,26,"Apr 2, 2010 to Sep 24, 2010",Spring 2010,J.C.Staff,Manga,471,90,N/A,
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy",Princess Mononoke,Movie,1,"Jul 12, 1997",Unknown,Studio Ghibli,Original,40,91,Award Winning,
17265,Log Horizon,8.0,"Action, Game, Adventure, Magic, Fantasy",Log Horizon,TV,25,"Oct 5, 2013 to Mar 22, 2014",Fall 2013,Satelight,Light novel,538,92,"Adult Cast, Video Game",
4898,Kuroshitsuji,7.75,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",Black Butler,TV,24,"Oct 3, 2008 to Mar 27, 2009",Fall 2008,A-1 Pictures,Manga,924,93,Mythology,
28891,Haikyuu!! Second Season,8.73,"Comedy, Sports, Drama, School, Shounen",Haikyu!! 2nd Season,TV,25,"Oct 4, 2015 to Mar 27, 2016",Fall 2015,Production I.G,Manga,38,94,Team Sports,
34599,Made in Abyss,8.74,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",Made in Abyss,TV,13,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,Kinema Citrus,Web manga,34,95,Gore,
18897,Nisekoi,7.65,"Harem, Comedy, Romance, School, Shounen",Nisekoi:False Love,TV,20,"Jan 11, 2014 to May 24, 2014",Winter 2014,Shaft,Manga,1140,96,N/A,
34572,Black Clover,7.38,"Action, Comedy, Magic, Fantasy, Shounen",Black Clover,TV,170,"Oct 3, 2017 to Mar 30, 2021",Fall 2017,Studio Pierrot,Manga,1968,97,N/A,
