MAL_ID,Name,Score,Genres,English_name,Type,Episodes,Aired,Premiered,Studios,Source,Ranked,Popularity,Themes,Synopsis
2866,Ane☆Haramix,6.81,Hentai,Unknown,OVA,4,"Aug 26, 2006 to Sep 15, 2007",Unknown,Unknown,Visual novel,Unknown,4462,,
8687,Doraemon (2005),7.52,"Sci-Fi, Comedy, Kids, Shounen",Unknown,TV,Unknown,"Apr 22, 2005 to ?",Spring 2005,Shin-Ei Animation,Manga,1512,4463,,
9865,Hetalia Axis Powers Fan Disc,7.24,"Comedy, Historical, Parody",Hetalia Axis Powers Fan Disc,OVA,1,"May 25, 2010",Unknown,Studio Deen,Web manga,2602,4464,,
21729,Cardfight!! Vanguard: Legion Mate-hen,6.79,"Action, Adventure, Demons, Game, Shounen",Cardfight!! Vanguard Legion Mate,TV,33,"Mar 9, 2014 to Oct 19, 2014",Spring 2014,TMS Entertainment,Original,4482,4465,,
40145,Yu☆Gi☆Oh!: Sevens,5.4,"Action, Game, Fantasy, Shounen",Unknown,TV,Unknown,"Apr 4, 2020 to ?",Spring 2020,Bridge,Card game,9943,4466,,
2953,Egao,6.51,"Music, Slice of Life, Kids",Unknown,Music,1,"Apr, 2003",Unknown,Unknown,Original,5860,4467,,
31128,Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,6.55,"Action, Adventure, Drama, Fantasy, Historical, Supernatural",The Heroic Legend of Arslan,Special,1,"Jul 5, 2015",Unknown,"SANZIGEN, LIDENFILMS",Manga,5627,4468,,
919,Ray The Animation,6.65,"Drama, Romance, Sci-Fi",Ray The Animation,TV,13,"Apr 5, 2006 to Jun 28, 2006",Spring 2006,OLM,Manga,5147,4469,,
2136,Front Innocent: Mou Hitotsu no Lady Innocent,6.87,"Hentai, Historical",Another Lady Innocent,OVA,1,"Mar 10, 2005",Unknown,Arms,Original,Unknown,4470,,
5760,Dororo to Hyakkimaru,7.17,"Action, Adventure, Supernatural",Dororo,TV,26,"Apr 6, 1969 to Sep 28, 1969",Spring 1969,Mushi Production,Manga,2888,4471,,
38150,Namu Amida Butsu!: Rendai Utena,6.07,Fantasy,NAMUAMIDABUTSU! -UTENA-,TV,12,"Apr 8, 2019 to Jun 24, 2019",Spring 2019,Asahi Production,Game,7963,4472,,
11663,Hakuouki OVA,7.45,"Action, Historical, Supernatural, Drama, Samurai",Unknown,OVA,2,"Mar, 2011",Unknown,Studio Deen,Visual novel,1744,4473,,
5347,Bible Black: Imari Ryoujoku Genba,6.51,Hentai,Unknown,Special,1,"Jul 25, 2005 to Apr 25, 2006",Unknown,Unknown,Visual novel,Unknown,4474,,
11103,Busou Shinki Moon Angel,6.59,"Action, Sci-Fi",Unknown,ONA,10,"Sep 7, 2011 to Jan 26, 2012",Unknown,"TNK, Kinema Citrus",Other,5436,4475,,
1224,Aquarian Age: Sign for Evolution,6.12,"Action, Sci-Fi, Adventure, Music, Super Power, Supernatural, Romance, Fantasy, Shounen",Aquarian Age:Sign for Evolution,TV,13,"Jan 11, 2002 to Mar 29, 2002",Winter 2002,Madhouse,Card game,7679,4476,,
39681,D4DJ: First Mix,7.7,Music,D4DJ First Mix,TV,13,"Oct 23, 2020 to Jan 29, 2021",Fall 2020,SANZIGEN,Original,1018,4477,,
11033,"Natsu-iro Egao de 1, 2, Jump!",7.25,Music,Unknown,Music,1,"Aug 24, 2011",Unknown,Sunrise,Music,2551,4478,,
39836,Yami Shibai 7,5.93,"Dementia, Horror, Supernatural",Yamishibai:Japanese Ghost Stories 7,TV,13,"Jul 8, 2019 to Sep 30, 2019",Summer 2019,ILCA,Original,8459,4479,,
5084,Mai Mai Shinko to Sennen no Mahou,7.23,"Adventure, Drama",Mai-Mai Miracle,Movie,1,"Aug 15, 2009",Unknown,Madhouse,Novel,2663,4480,,
14951,Wonderful Rush,7.31,Music,Unknown,Music,1,"Sep 5, 2012",Unknown,Sunrise,Music,2288,4481,,
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,6.28,"Action, Military, Sci-Fi, Space, Drama",Unknown,Movie,1,"Dec 12, 1992",Unknown,Magic Bus,Novel,6976,4482,,
18691,Joshikousei no Koshitsuki,7.22,Hentai,Unknown,OVA,6,"Aug 23, 2013 to Apr 24, 2015",Unknown,Unknown,Manga,Unknown,4483,,
33690,Nazotokine,4.86,Game,Nazotokine,TV,12,"Oct 5, 2016 to Dec 21, 2016",Fall 2016,Tengu Kobo,Original,10707,4484,,
40784,Wu Liuqi Zhi Zui Qiang Fa Xing Shi,8.23,"Action, Mystery, Comedy, Super Power, Drama, Martial Arts",Scissor Seven,ONA,10,"Oct 23, 2019 to Jan 1, 2020",Unknown,Unknown,Original,285,4485,,
2515,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys,7.26,"Adventure, Mystery, Comedy, Police, Shounen",Unknown,OVA,1,2005,Unknown,TMS Entertainment,Manga,2534,4486,,
10477,Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,6.19,"Comedy, Sci-Fi",Haiyoru! Nyaruani:Remember My Mr. Lovecraft,Special,1,"Mar 15, 2011",Unknown,DLE,Unknown,7400,4487,,
10920,Seikon no Qwaser II Picture Drama,6.01,Ecchi,The Qwaser Of Stigmata II Picture Drama,Special,4,"Jul 6, 2011 to Oct 5, 2011",Unknown,TAKI Corporation,Unknown,8174,4488,,
1375,Watashi no Ashinaga Ojisan,7.75,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",My Daddy Long Legs,TV,40,"Jan 4, 1990 to Dec 23, 1990",Winter 1990,Nippon Animation,Novel,918,4489,,
40272,A3! Season Autumn & Winter,7.26,"Slice of Life, Drama",A3! Season Autumn & Winter,TV,12,"Oct 13, 2020 to Dec 29, 2020",Fall 2020,"P.A. Works, Studio 3Hz",Game,2514,4490,,
10845,Manyuu Hikenchou Specials,6.17,"Action, Ecchi, Seinen",Unknown,Special,8,"Oct 4, 2011 to Jan 7, 2012",Unknown,Hoods Entertainment,Manga,7511,4491,,
3537,Cleavage,6.66,Hentai,Cleavage,OVA,2,"Feb 24, 2006 to Jun 23, 2006",Unknown,Studio 9 MAiami,Visual novel,Unknown,4492,,
6946,Mudazumo Naki Kaikaku: The Legend of Koizumi,6.94,"Comedy, Game, Parody, Seinen",Unknown,OVA,3,"Feb 26, 2010",Unknown,TYO Animations,Manga,3855,4493,,
8487,Onigamiden,6.52,"Action, Demons, Supernatural",Legend of the Millennium Dragon,Movie,1,"Apr 29, 2011",Unknown,Studio Pierrot,Original,5799,4494,,
588,Itsudatte My Santa!,5.96,"Ecchi, Fantasy, Romance, Comedy, Shounen",Itsudatte My Santa!,OVA,2,"Dec 7, 2005",Unknown,TNK,Manga,8360,4495,,
1357,Shin Hokuto no Ken,6.97,"Action, Martial Arts, Sci-Fi, Shounen",New Fist of the North Star,OVA,3,"Jul 24, 2003 to May 28, 2004",Unknown,A.C.G.T.,Novel,3754,4496,,
11615,Morita-san wa Mukuchi. 2,6.68,"Comedy, School, Slice of Life",Unknown,TV,13,"Oct 5, 2011 to Dec 28, 2011",Fall 2011,Seven,4-koma manga,5009,4497,,
31370,Tonkatsu DJ Agetarou,7.15,"Music, Comedy, Shounen",Unknown,TV,12,"Apr 10, 2016 to Jun 26, 2016",Spring 2016,Studio Deen,Manga,2970,4498,,
2004,Hanada Shounen-shi,8.01,"Comedy, Drama, Seinen, Slice of Life, Supernatural",Unknown,TV,25,"Oct 2, 2002 to Mar 26, 2003",Fall 2002,Madhouse,Manga,525,4499,,
6581,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,7.19,"Action, Historical, Martial Arts, Samurai",Unknown,Special,1,"Jan 6, 2010",Unknown,Production I.G,Game,2802,4500,,
33045,Dream Festival!,6.76,Music,Dream Festival!,ONA,12,"Sep 23, 2016 to Dec 16, 2016",Unknown,Bandai Namco Pictures,Game,4614,4501,,
36855,Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,6.85,Comedy,Unknown,ONA,24,"Nov 17, 2017 to Jan 5, 2018",Unknown,Kyoto Animation,Unknown,4242,4502,,
33902,Suntory Minami Alps no Tennensui,6.0,"Drama, School",Unknown,Special,3,"Aug 9, 2016 to Aug 20, 2016",Unknown,Unknown,Original,8238,4503,,
34800,Action Heroine Cheer Fruits,6.55,"Comedy, School, Slice of Life",Action Heroine Cheer Fruits,TV,12,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,Diomedéa,Original,5623,4504,,
1517,Silent Möbius,6.8,"Action, Sci-Fi, Comedy, Horror, Drama, Magic, Romance, Fantasy",Unknown,TV,26,"Jan 29, 1998 to Apr 7, 1998",Winter 1998,Radix,Manga,4455,4505,,
30746,Fushigi na Somera-chan,5.88,"Comedy, Magic, Slice of Life",Unknown,TV,12,"Oct 7, 2015 to Dec 23, 2015",Fall 2015,Seven,4-koma manga,8599,4506,,
930,Densetsu Kyojin Ideon,6.98,"Sci-Fi, Space, Drama, Mecha",Space Runaway Ideon,TV,39,"May 8, 1980 to Jan 30, 1981",Spring 1980,Sunrise,Original,3697,4507,,
2597,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,7.27,"Adventure, Police, Comedy, Mystery, Shounen",Unknown,OVA,1,"Mar 13, 2007",Unknown,TMS Entertainment,Manga,2497,4508,,
14817,Mouretsu Pirates: Abyss of Hyperspace,7.14,"Sci-Fi, Space",Bodacious Space Pirates the Movie:Abyss of Hyperspace,Movie,1,"Feb 22, 2014",Unknown,Satelight,Light novel,3058,4509,,
14543,Koutetsu no Majo Annerose,6.82,"Action, Hentai, Supernatural",Unknown,OVA,4,"Jul 27, 2012 to Nov 21, 2014",Unknown,Unknown,Visual novel,Unknown,4510,,
27815,Cardfight!! Vanguard G,6.52,"Action, Game, Shounen",Cardfight!! Vanguard G,TV,48,"Oct 26, 2014 to Oct 4, 2015",Fall 2014,TMS Entertainment,Card game,5771,4511,,
33811,Teekyuu 8,6.67,"Comedy, Sports, Shounen",Teekyu 8,TV,12,"Oct 5, 2016 to Dec 21, 2016",Fall 2016,Millepensee,Manga,5037,4512,,
1270,Black Magic M-66,6.38,"Action, Military, Sci-Fi, Mecha",Unknown,OVA,1,"Jun 28, 1987",Unknown,"AIC, animate Film",Manga,6483,4513,,
798,Yomigaeru Sora: Rescue Wings,7.42,"Drama, Military, Seinen",Unknown,TV,12,"Jan 9, 2006 to Mar 27, 2006",Winter 2006,J.C.Staff,Original,1850,4514,,
17277,Code Geass: Soubou no Oz Picture Drama,6.28,"Action, Drama, Mecha, Military, School, Supernatural",Code Geass:Oz the Reflection Picture Drama,OVA,5,"Jan 10, 2013",Unknown,Sunrise,Unknown,6982,4515,,
108,Ou Dorobou Jing in Seventh Heaven,7.29,"Adventure, Fantasy, Psychological, Comedy, Shounen",Jing:King of Bandits - Seventh Heaven,OVA,3,"Jan 21, 2004 to Apr 28, 2004",Unknown,Studio Deen,Manga,2367,4516,,
3962,Chocolate Underground,6.15,"Adventure, Comedy, Kids",Unknown,ONA,13,"Jun 12, 2008 to Sep 4, 2008",Unknown,"Production I.G, Trans Arts",Novel,7544,4517,,
1787,Viper GTS,7.0,"Demons, Hentai",Viper GTS,OVA,3,"Dec 24, 2002 to Sep 25, 2003",Unknown,Studio G-1Neo,Visual novel,Unknown,4518,,
10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,6.43,"Drama, Ecchi, Fantasy, Harem, Romance",Unknown,OVA,1,"Jun 24, 2011",Unknown,Nomad,Visual novel,6255,4519,,
284,Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",Unknown,TV,12,"Jan 9, 2004 to Mar 26, 2004",Winter 2004,Group TAC,Manga,3517,4520,,
2852,Accelerando: Datenshi-tachi no Sasayaki,6.86,Hentai,Unknown,OVA,4,"Jan 26, 2007 to Feb 26, 2010",Unknown,Flavors Soft,Manga,Unknown,4521,,
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,6.57,"Action, Adventure, Comedy, Fantasy, Shounen",Unknown,Movie,1,"Dec 9, 2006",Unknown,Toei Animation,Original,5533,4522,,
678,Shadow Skill: Eigi,7.12,"Adventure, Fantasy, Magic, Martial Arts, Super Power, Drama, Shounen",Unknown,TV,26,"Jul 3, 1998 to Dec 25, 1998",Summer 1998,Studio Deen,Unknown,3134,4523,,
14347,Ryo,5.88,"Action, Samurai, Historical, Drama",Unknown,Movie,1,"Mar 2, 2013",Unknown,Gonzo,Original,8604,4524,,
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,6.85,"Mecha, Military, Sci-Fi, Space",Unknown,OVA,3,"Apr 26, 2006 to Aug 25, 2006",Unknown,Sunrise,Unknown,4239,4525,,
3102,Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,7.18,Hentai,Unknown,OVA,2,"Apr 27, 2007 to Jun 22, 2007",Unknown,Flavors Soft,Visual novel,Unknown,4526,,
336,Ginyuu Mokushiroku Meine Liebe,6.46,"Fantasy, Shoujo",Unknown,TV,13,"Nov 4, 2004 to Feb 3, 2005",Fall 2004,Bee Train,Visual novel,6117,4527,,
364,Gallery Fake,7.47,"Mystery, Seinen",Unknown,TV,37,"Jan 8, 2005 to Sep 24, 2005",Winter 2005,"TMS Entertainment, Tokyo Kids, Minami Machi Bugyousho",Manga,1675,4528,,
8230,True Tears Epilogue,6.66,"Romance, Music, Drama",Unknown,Music,1,"Mar 26, 2010",Unknown,P.A. Works,Original,5101,4529,,
9435,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,6.94,Hentai,Unknown,OVA,2,"Nov 26, 2010 to Feb 25, 2011",Unknown,Office Take Off,Visual novel,Unknown,4530,,
23033,Furueru Kuchibiru,6.71,Hentai,Unknown,OVA,1,"Apr 25, 2014",Unknown,Unknown,Manga,Unknown,4531,,
34374,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,7.54,"Slice of Life, Drama, Magic, Fantasy",Unknown,Movie,1,"Mar 18, 2017",Unknown,Studio Gokumi,Light novel,1448,4532,,
3907,Ginga Sengoku Gunyuuden Rai,7.94,"Sci-Fi, Adventure, Space, Romance, Shounen",Galaxy Warring State Chronicle Rai,TV,52,"Apr 8, 1994 to Mar 31, 1995",Spring 1994,E&G Films,Manga,622,4533,,
9159,Kaibutsu Oujo (OVA),7.08,"Action, Comedy, Horror, Supernatural, Shounen",Unknown,OVA,3,"Dec 9, 2010 to Oct 7, 2011",Unknown,Tatsunoko Production,Manga,3308,4534,,
38958,Manga de Wakaru! Fate/Grand Order,7.73,Comedy,Unknown,Special,1,"Dec 31, 2018",Unknown,A-1 Pictures,Game,967,4535,,
1890,Clover,6.82,"Drama, Fantasy, Music, Sci-Fi, Shoujo",Unknown,Music,1,"Aug 21, 1999",Unknown,Madhouse,Manga,4342,4536,,
1445,Mach GoGoGo,6.67,"Adventure, Cars, Sports, Shounen",Speed Racer,TV,52,"Apr 2, 1967 to Mar 31, 1968",Spring 1967,Tatsunoko Production,Manga,5049,4537,,
37405,Dokidoki Little Ooyasan,7.25,Hentai,Unknown,OVA,6,"May 25, 2018 to Dec 27, 2019",Unknown,Collaboration Works,Other,Unknown,4538,,
8339,Kachou no Koi,6.19,"Comedy, Romance, Yaoi",Unknown,OVA,1,"Mar 26, 2010",Unknown,Panda Factory,Manga,Unknown,4539,,
1844,Clamp Gakuen Tanteidan,6.91,"Action, Mystery, Comedy, Shoujo",CLAMP School Detectives,TV,26,"May 3, 1997 to Oct 25, 1997",Spring 1997,Studio Pierrot,Manga,3962,4540,,
23579,12-sai.,6.29,"Romance, School, Shoujo",Age 12,OVA,8,"Apr 3, 2014 to Jan 3, 2015",Unknown,SynergySP,Manga,6950,4541,,
39188,Xie Wang Zhui Qi,6.7,"Action, Comedy, Drama, Romance, Martial Arts, Fantasy",Unknown,ONA,13,"Jan 24, 2019 to Apr 11, 2019",Unknown,KJJ Animation,Novel,4921,4542,,
1327,Aoki Densetsu Shoot!,7.41,"Action, Comedy, Drama, Romance, School, Shounen, Sports",Blue Legend Shoot!,TV,58,"Nov 7, 1993 to Dec 25, 1994",Fall 1993,Toei Animation,Manga,1876,4543,,
3939,Kafun Shoujo Chuuihou! The Animation,7.11,Hentai,Unknown,OVA,4,"Mar 28, 2008 to Jun 29, 2012",Unknown,T-Rex,Manga,Unknown,4544,,
3887,Ookiku Furikabutte: Kihon no Kihon,7.27,"Sports, Drama, Seinen",Big Windup!,Special,1,"Feb 27, 2008",Unknown,A-1 Pictures,Manga,2456,4545,,
7468,Princess Lover! Picture Drama,6.2,"Harem, Comedy, Ecchi, School",Unknown,Special,6,"Oct 23, 2009 to Mar 25, 2010",Unknown,GoHands,Visual novel,7353,4546,,
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,7.41,"Sci-Fi, Sports, Super Power, Shounen",Unknown,Movie,1,"Dec 23, 2011",Unknown,OLM,Game,1869,4547,,
32833,Nudist Beach ni Shuugaku Ryokou de!! The Animation,6.9,Hentai,In school trip to the nudist beach!!,OVA,2,"May 27, 2016 to Oct 28, 2016",Unknown,Seven,Manga,Unknown,4548,,
1085,Interlude,6.47,"Adventure, Horror, Mystery",Unknown,OVA,3,"Mar 25, 2004 to Aug 27, 2004",Unknown,Toei Animation,Visual novel,6075,4549,,
1911,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.44,"Comedy, Mecha, Shounen",Unknown,Movie,2,"Oct 1, 2006",Unknown,Gainax,Original,1790,4550,,
33209,Huyao Xiao Hongniang: Wangquan Fugui,7.6,"Comedy, Historical, Supernatural, Romance",Unknown,ONA,14,"Jan 8, 2016 to Apr 15, 2016",Unknown,Haoliners Animation League,Manga,1267,4551,,
818,Sakura Tsuushin,6.21,"Comedy, Drama, Romance, Slice of Life",Sakura Diaries,OVA,12,"May 21, 1997 to Oct 22, 1997",Unknown,Shaft,Manga,7278,4552,,
37571,Senjuushi,4.93,"Action, Military",The Thousand Noble Musketeers,TV,12,"Jul 3, 2018 to Sep 25, 2018",Summer 2018,TMS Entertainment,Game,10637,4553,,
4454,Macross F: Close Encounter - Deculture Edition,7.72,"Action, Mecha, Military, Music, Sci-Fi, Space",Unknown,Special,1,"Dec 23, 2007",Unknown,Satelight,Original,980,4554,,
4010,Alignment You! You! The Animation,6.77,"Hentai, Demons, Supernatural, School",Unknown,OVA,2,"Feb 29, 2008 to May 23, 2008",Unknown,T-Rex,Manga,Unknown,4555,,
83,Mobile Suit Gundam: The 08th MS Team - Miller,6.79,"Military, Sci-Fi, Drama, Romance, Mecha",Unknown,Movie,1,"Aug 1, 1998",Unknown,Sunrise,Original,4498,4556,,
40076,Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,6.66,Comedy,Unknown,ONA,1,"Jul 8, 2019",Unknown,David Production,Manga,5086,4557,,
33969,Shuangsheng Lingtan,7.28,"Mystery, Psychological",Unknown,ONA,20,"Aug 25, 2016 to Jan 5, 2017",Unknown,B.CMAY PICTURES,Manga,2445,4558,,
28789,3-gatsu no Lion meets Bump of Chicken,7.05,"Music, Drama, Seinen",March comes in like a lion meets Bump of Chicken,Music,1,"Dec 8, 2014",Unknown,Unknown,Manga,3443,4559,,
1005,Star Ocean EX,6.61,"Adventure, Fantasy, Sci-Fi, Shounen",Star Ocean EX,TV,26,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,Studio Deen,Game,5318,4560,,
27509,Toaru Majutsu no Index 10th Anniversary PV,6.86,"Action, Comedy, Magic, Sci-Fi, Super Power",Unknown,Special,1,"Sep 10, 2014",Unknown,J.C.Staff,Light novel,4209,4561,,
3447,Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,6.96,"Sci-Fi, Comedy, Mecha",Ghost in the Shell:Stand Alone Complex - Solid State Society:Uchikomatic Days,Special,1,"Jul 24, 2007",Unknown,Production I.G,Manga,3788,4562,,
35581,Oide yo! Mizuryuu Kei Land,7.23,Hentai,Unknown,OVA,2,"Aug 25, 2017 to Sep 29, 2017",Unknown,T-Rex,Manga,Unknown,4563,,
37764,Mobile Suit Gundam NT,6.64,"Action, Drama, Mecha, Military, Sci-Fi, Space",Mobile Suit Gundam Narrative,Movie,1,"Nov 30, 2018",Unknown,Sunrise,Novel,5188,4564,,
6609,Pucca,6.56,"Comedy, Parody, Romance",Unknown,TV,26,"Sep 8, 2006 to May 11, 2007",Fall 2006,Unknown,Unknown,5579,4565,,
40460,Nakanohito Genome Jikkyouchuu: Knots of Memories,6.76,"Game, Comedy, Drama",Unknown,OVA,1,"Feb 27, 2020",Unknown,Unknown,Web manga,4633,4566,,
1631,Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,6.98,"Sci-Fi, Mecha",Unknown,Special,1,"Oct 22, 2005",Unknown,Bones,Original,3705,4567,,
38835,Umayon,6.08,"Slice of Life, Comedy, Sports",Unknown,TV,12,"Jul 7, 2020 to Sep 22, 2020",Summer 2020,"W-Toon Studio, DMM.futureworks",4-koma manga,7904,4568,,
4205,KimiKiss Pure Rouge: Love Fighter,6.97,"Romance, School",Unknown,Special,1,"Aug 22, 2008",Unknown,J.C.Staff,Visual novel,3746,4569,,
833,Choujuushin Gravion,6.4,"Action, Comedy, Mecha, Sci-Fi, Shounen",Super Heavy God Gravion,TV,13,"Oct 7, 2002 to Dec 16, 2002",Fall 2002,Gonzo,Original,6402,4570,,
1021,Kaikan Phrase,7.4,"Drama, Music, Romance, Shoujo",Unknown,TV,44,"Apr 20, 1999 to Mar 25, 2000",Spring 1999,Studio Hibari,Manga,1898,4571,,
29511,Ongaku Shoujo,6.24,"Music, Slice of Life",Unknown,Movie,1,"Mar 22, 2015",Unknown,Studio Deen,Original,7161,4572,,
5493,Ranma ½: Akumu! Shunmin Kou,7.53,"Action, Comedy, Supernatural, Martial Arts, Shounen",Unknown,OVA,1,"Jul 31, 2008",Unknown,"Sunrise, Studio Deen",Manga,1468,4573,,
12437,Yuri Seijin Naoko-san (2012),6.5,"Comedy, Shoujo Ai",Unknown,OVA,1,"Feb 15, 2012",Unknown,ufotable,Manga,5921,4574,,
33446,Huyao Xiao Hongniang: Yue Hong,7.71,"Comedy, Historical, Supernatural, Romance",Unknown,ONA,13,"Jun 24, 2016 to Sep 16, 2016",Unknown,Haoliners Animation League,Manga,1002,4575,,
31810,Amakano,6.87,Hentai,Unknown,OVA,4,"Feb 5, 2016 to Jan 6, 2017",Unknown,Unknown,Visual novel,Unknown,4576,,
17947,Mahou Shoujo Lyrical Nanoha: Reflection,7.45,"Action, Drama, Magic, Sci-Fi",Magical Girl Lyrical Nanoha Reflection,Movie,1,"Jul 22, 2017",Unknown,Seven Arcs Pictures,Original,1749,4577,,
37362,Sword Art Online Fatal Bullet: The Third Episode,6.13,"Action, Game, Military, Sci-Fi, Psychological, Fantasy",Sword Art Online Fatal Bullet -The Third Episode-,Special,1,"Mar 20, 2018",Unknown,Unknown,Game,7680,4578,,
1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,6.88,"Drama, Historical, Romance, Shoujo, Shounen Ai",The Poem of Wind and Trees,OVA,1,"Nov 6, 1987",Unknown,Unknown,Manga,4118,4579,,
31867,Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira,6.35,School,Unknown,OVA,1,"Mar 25, 2016",Unknown,Unknown,Visual novel,6624,4580,,
14627,Recorder to Randoseru,6.8,"Comedy, School, Seinen, Slice of Life",Unknown,OVA,2,"Jul 17, 2012",Unknown,Seven,4-koma manga,4425,4581,,
4600,Aneki... My Sweet Elder Sister The Animation,6.82,Hentai,Aneki... My Sweet Elder Sister:The Animation,OVA,4,"Sep 28, 2007 to Jul 29, 2011",Unknown,Office Takeout,Manga,Unknown,4582,,
34376,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,8.0,"Drama, Fantasy, Magic, Slice of Life",Unknown,Movie,1,"Jul 8, 2017",Unknown,Studio Gokumi,Light novel,548,4583,,
19029,Yuyushiki: Nyanyashiki,6.29,Comedy,Unknown,Special,6,"May 29, 2013 to Oct 23, 2013",Unknown,Kinema Citrus,4-koma manga,6940,4584,,
9088,Saiyuuki Gaiden,7.84,"Action, Adventure, Drama, Fantasy",Unknown,OVA,3,"Mar 25, 2011 to Nov 25, 2011",Unknown,Unknown,Manga,764,4585,,
34903,RoboMasters the Animated Series,6.42,"Action, Mecha, School",Unknown,TV,6,"Oct 13, 2017 to Nov 17, 2017",Fall 2017,"Gonzo, DandeLion Animation Studio",Original,6305,4586,,
2222,Dr. Slump: Arale-chan,7.16,"Sci-Fi, Slice of Life, Comedy, Shounen",Unknown,TV,243,"Apr 8, 1981 to Feb 19, 1986",Spring 1981,Toei Animation,Manga,2946,4587,,
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",Haré+Guu Deluxe,OVA,6,"Aug 25, 2002 to Jan 25, 2003",Unknown,Shin-Ei Animation,Manga,780,4588,,
2143,Saiyuuki Reload: Burial,7.82,"Action, Adventure, Drama, Fantasy, Shoujo",Unknown,OVA,3,"Apr 28, 2007 to Mar 28, 2008",Unknown,Studio Pierrot,Manga,786,4589,,
33201,Ojisan to Marshmallow: Hige-san to Yume Mashmallow,6.06,Comedy,Ojisan and Marshmallow Episode 13:Hige-san and Marshmallow,Special,1,"Apr 16, 2016",Unknown,Creators in Pack,Web manga,7992,4590,,
37031,Mahoutsukai no Yome Recap,7.24,"Slice of Life, Magic, Fantasy, Shounen",Unknown,Special,1,"Dec 31, 2017",Unknown,Wit Studio,Manga,2610,4591,,
1187,DNA² OVA,6.57,"Comedy, Drama, Sci-Fi",Unknown,OVA,3,"Feb 21, 1995 to Jun 25, 1995",Unknown,Madhouse,Manga,5535,4592,,
29808,Namaiki: Kissuisou e Youkoso! The Animation,7.13,Hentai,Unknown,OVA,1,"Apr 24, 2015",Unknown,G-Lam,Visual novel,Unknown,4593,,
595,X OVA,6.84,"Mystery, Supernatural, Drama, Romance, Fantasy",X:An Omen,OVA,1,"Aug 25, 2001",Unknown,Madhouse,Manga,4296,4594,,
19255,Hyakka Ryouran: Samurai Bride Specials,6.6,"Ecchi, Comedy",Unknown,Special,6,"Jun 26, 2013 to Nov 27, 2013",Unknown,Arms,Light novel,5363,4595,,
5348,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,7.54,"Adventure, Police, Comedy, Mystery, Shounen",Unknown,OVA,1,"Apr 19, 2008",Unknown,TMS Entertainment,Unknown,1443,4596,,
36593,Hug tto! Precure,7.72,"Action, Magic, Fantasy, Shoujo",Unknown,TV,49,"Feb 4, 2018 to Jan 27, 2019",Winter 2018,Toei Animation,Original,974,4597,,
32039,Show By Rock!! Short!!,6.42,"Music, Comedy",Show By Rock!! Short!!,TV,12,"Jul 5, 2016 to Sep 20, 2016",Summer 2016,Bones,Game,6347,4598,,
825,King of Fighters: Another Day,6.32,"Adventure, Drama, Shounen",Unknown,ONA,4,"Dec 2, 2005 to Mar 3, 2006",Unknown,Production I.G,Game,6795,4599,,
12857,Star Driver the Movie,6.67,"Action, Mecha, Romance, Shounen",Unknown,Movie,1,"Feb 9, 2013",Unknown,Bones,Original,5030,4600,,
30583,Futa-bu! Mix: Futanari World,6.71,"Hentai, School, Yuri",Unknown,OVA,1,"Jun 26, 2015",Unknown,Unknown,Manga,Unknown,4601,,
33314,Digimon Universe: Appli Monsters,6.61,"Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy",Digimon Universe App Monsters,TV,52,"Oct 1, 2016 to Sep 30, 2017",Fall 2016,Toei Animation,Original,5326,4602,,
